from_portid,from_portname,from_country,from_iso3,from_lat,from_lon,to_country,to_iso3,to_lat,to_lon,industry,hs_section,unit,scale,daily_export_value_at_risk,daily_import_value_at_risk,source_row_id
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Machinery & Electrical Equipment,16+18,US Dollars,Unit,104609026.25468485,48473161.80864062,1098063
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Metals,15,US Dollars,Unit,32062545.87373935,19731803.544072837,1098064
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Mineral Products,5,US Dollars,Unit,5377448.380639168,87994238.36808291,1098065
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Miscellaneous,19+20+21,US Dollars,Unit,6129486.372005674,4571982.631651532,1098066
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,"Plastics, Rubber, Leather",7+8,US Dollars,Unit,33702331.09377219,16304231.30211462,1098067
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Prepared Foodstuffs & Beverages,3+4,US Dollars,Unit,6482570.045363452,5113276.071658396,1098068
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Stone & Glass,13+14,US Dollars,Unit,6839056.826063221,5607102.102035721,1098069
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Textiles & Footwear,11+12,US Dollars,Unit,3816068.7052885047,5392211.2696219105,1098070
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Total,,US Dollars,Unit,357959201.63030356,288144082.1469621,1098071
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Vegetable Products,2,US Dollars,Unit,2738470.963970561,6792025.610689079,1098072
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Vehicles & Equipment,17,US Dollars,Unit,72326370.90794109,20986848.072806627,1098073
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Germany,DEU,51.08304539800482,10.426171427430804,Wood & Wood Products,9+10,US Dollars,Unit,7954601.43802816,2340493.238186583,1098074
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Animal & Animal Products,1,US Dollars,Unit,161557.88377127994,1339636.4953081813,1098238
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Chemical & Allied Industries,6,US Dollars,Unit,11451772.30982444,12985527.978032425,1098239
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Machinery & Electrical Equipment,16+18,US Dollars,Unit,16838272.673614174,6886549.1136225,1098240
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Metals,15,US Dollars,Unit,6025551.15785068,5698351.485332066,1098241
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Mineral Products,5,US Dollars,Unit,737665.2198401454,5169272.36900617,1098242
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Miscellaneous,19+20+21,US Dollars,Unit,2479021.224775329,91820.17655737263,1098243
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,"Plastics, Rubber, Leather",7+8,US Dollars,Unit,5233297.969385868,5205528.065820125,1098244
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Prepared Foodstuffs & Beverages,3+4,US Dollars,Unit,936844.0297445358,3644088.5649755406,1098245
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Stone & Glass,13+14,US Dollars,Unit,1464602.7569981243,1241528.5752135417,1098246
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Textiles & Footwear,11+12,US Dollars,Unit,1067535.0070792136,434452.149537568,1098247
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Total,,US Dollars,Unit,52322686.386143096,54974990.47914054,1098248
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Vegetable Products,2,US Dollars,Unit,339902.6709386935,686751.1184971894,1098249
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Vehicles & Equipment,17,US Dollars,Unit,4236053.51802103,10288297.36438413,1098250
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,China,CHN,38.07325481105728,104.69113855849604,Wood & Wood Products,9+10,US Dollars,Unit,1350609.9642995768,1303187.0228537363,1098251
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Animal & Animal Products,1,US Dollars,Unit,9570.1632537198,295251.01928798197,1098725
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Chemical & Allied Industries,6,US Dollars,Unit,1440210.3085355137,1320409.8947209767,1098728
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Machinery & Electrical Equipment,16+18,US Dollars,Unit,58036.94018073172,44896.41402003221,1098731
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Metals,15,US Dollars,Unit,40160.97078453227,59978.19601779685,1098733
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Mineral Products,5,US Dollars,Unit,256203.55612735078,41172.92208568011,1098735
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Miscellaneous,19+20+21,US Dollars,Unit,148499.53955493442,11302.54092840875,1098738
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,"Plastics, Rubber, Leather",7+8,US Dollars,Unit,172809.79706350615,410146.7455517256,1098741
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Prepared Foodstuffs & Beverages,3+4,US Dollars,Unit,528569.271614205,256413.10636287747,1098744
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Stone & Glass,13+14,US Dollars,Unit,15408.477785907875,50490.11750700423,1098747
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Textiles & Footwear,11+12,US Dollars,Unit,467916.6556130672,74244.41937029628,1098750
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Total,,US Dollars,Unit,3370897.297371248,2839773.743307886,1098753
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Vegetable Products,2,US Dollars,Unit,75237.785469418,104707.18338483266,1098756
port57,Antwerp,Belgium,BEL,51.27935494,4.317802311,Indonesia,IDN,0.155919799590376,113.96538246847302,Vehicles & Equipment,17,US Dollars,Unit,28251.661327190504,4438.913656860433,1098759
